epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
167,4455.45,0.72633,0.45534,0.0069,0.78026,0.73359,0.78389,0.57856,1.02215,0.99173,0.01491,0.000297226,0.000297226,0.000297226
168,4481.7,0.73335,0.45659,0.00718,0.79287,0.75346,0.79945,0.59296,1.02054,0.98321,0.01506,0.000288974,0.000288974,0.000288974
169,4506.04,0.74901,0.46096,0.00711,0.79953,0.74747,0.80076,0.59171,1.02496,0.97559,0.01474,0.000280723,0.000280723,0.000280723
170,4530.77,0.75431,0.48604,0.00718,0.7829,0.74495,0.80218,0.59039,1.03703,0.96771,0.01501,0.000272471,0.000272471,0.000272471
171,4555.2,0.72872,0.4451,0.00674,0.76789,0.75235,0.79849,0.58774,1.02853,0.94771,0.01521,0.00026422,0.00026422,0.00026422
172,4579.55,0.73897,0.46812,0.00681,0.78662,0.77146,0.8063,0.58593,1.03117,0.93189,0.01523,0.000255968,0.000255968,0.000255968
173,4603.79,0.71854,0.44355,0.00652,0.78198,0.73061,0.80496,0.58958,1.01538,0.93345,0.01455,0.000247716,0.000247716,0.000247716
174,4628.03,0.72436,0.45191,0.00669,0.78222,0.74028,0.79977,0.587,1.01119,0.92992,0.01445,0.000239465,0.000239465,0.000239465
175,4652.23,0.76335,0.48733,0.0071,0.77269,0.75188,0.80685,0.58705,1.02782,0.90857,0.01517,0.000231213,0.000231213,0.000231213
176,4676.55,0.73934,0.4755,0.00698,0.75268,0.75505,0.7971,0.5863,1.02259,0.94297,0.01518,0.000222961,0.000222961,0.000222961
